nombreGrupo=SiNaRaMe
idGrupo=3
nombreSensor=_Anemometro
idSensor=10
intervaloTemporal=diario
fecha=2019-09


Fecha,    01,    02,    03,    04,    05,    06,    07,    08,    09,    10,    11,    12,    13,    14,    15,    16,    17,    18,    19,    20,    21,    22,    23,    24,    25,    26,    27,    28,    29,    30
137 - RMA10_CPR,144,144,94,0,0,0,0,0,0,0,0
139 - RMA10_JAR,144,144,95,0,0,0,0,0,0,0,0
136 - RMA10_PAL,141,143,92,0,0,0,0,0,141,54,0
138 - RMA10_PIG,144,0,0,0,0,0,0,0,0,0,0
140 - RMA10_PLU,144,143,143,143,142,144,143,144,144,60,0
143 - RMA11_CON,0,0,0,0,0,0,0,0,144,60,0
145 - RMA11_LAV,143,144,95,0,0,0,0,0,0,0,0
141 - RMA11_LMA,0,0,0,0,0,0,0,0,144,60,0
144 - RMA11_PHO,0,0,0,0,0,0,0,0,144,60,0
146 - RMA11_SAN,144,144,95,0,0,0,0,0,144,60,0
142 - RMA11_SMT,0,0,0,0,0,0,0,0,0,0,0
94 - RMA1_BAL,0,0,144,144,144,144,144,144,144,60,0
96 - RMA1_FDC,82,53,91,39,0,0,123,140,143,19,0
98 - RMA1_MIR,144,144,144,144,144,144,144,144,144,60,0
95 - RMA1_PIL,142,143,93,0,0,0,0,0,142,31,0
97 - RMA1_VMA,141,143,95,0,0,0,0,0,141,53,0
103 - RMA2_AKO,0,0,0,0,0,0,0,0,0,0,0
100 - RMA2_LUJ,0,0,0,0,0,0,0,0,144,60,0
102 - RMA2_QUI,0,0,0,0,0,0,0,0,0,0,0
101 - RMA2_SAG,0,0,0,0,0,0,0,0,144,60,0
99 - RMA2_ZAR,0,0,0,0,0,0,0,0,0,0,0
105 - RMA3_IBA,144,0,143,144,144,144,144,144,144,60,0
108 - RMA3_IJU,144,144,95,0,0,0,0,0,144,60,0
106 - RMA3_PIR,0,0,0,0,0,0,0,0,0,0,0
104 - RMA3_PLA,0,0,0,0,0,0,0,0,0,0,0
107 - RMA3_PZL,0,0,0,0,0,0,0,0,144,60,0
109 - RMA4_CBN,0,0,0,0,0,0,0,0,0,0,0
111 - RMA4_COL,0,0,144,144,142,142,144,144,144,60,0
112 - RMA4_LAE,144,0,144,144,144,144,144,144,144,60,0
110 - RMA4_PCH,0,0,0,0,0,0,0,0,144,60,0
113 - RMA4_PMB,144,0,143,144,144,134,126,101,36,0,0
116 - RMA5_ELD,0,0,0,0,0,0,0,0,0,0,0
114 - RMA5_SAN,0,0,0,0,0,0,0,0,0,0,0
117 - RMA5_SVI,143,144,57,0,0,0,0,0,0,0,0
115 - RMA5_URU,0,0,0,0,0,0,0,0,0,0,0
118 - RMA6_CVI,140,141,144,144,143,143,142,143,136,49,0
119 - RMA6_LPA,143,144,95,0,0,0,0,0,144,60,0
122 - RMA6_MME,0,0,0,0,0,0,0,0,144,60,0
121 - RMA6_NEC,144,138,141,143,142,144,142,72,0,0,0
120 - RMA6_PMO,144,144,144,144,144,144,144,144,142,60,0
93 - RMA7_CDP,9,1,4,12,19,9,9,4,2,0,0
123 - RMA7_ECH,137,136,94,0,0,0,0,0,0,0,0
126 - RMA7_GRO,0,0,0,0,0,0,0,0,0,0,0
124 - RMA7_PHU,137,141,142,143,143,143,140,141,142,52,0
125 - RMA7_RSA,144,144,95,0,0,0,0,0,0,0,0
128 - RMA8_BPL,144,0,144,144,144,144,144,143,144,60,0
129 - RMA8_BVI,0,0,0,0,0,0,0,0,0,0,0
127 - RMA8_CC,144,144,144,144,144,144,144,144,144,60,0
130 - RMA8_PIB,0,0,0,0,0,0,0,0,0,0,0
135 - RMA9_CKR,142,141,143,144,144,144,143,144,144,60,0
131 - RMA9_RAD,0,0,0,0,0,0,0,0,19,10,0
132 - RMA9_SSE,144,144,144,144,144,144,144,144,144,60,0
133 - RMA9_TOL,110,118,79,0,0,0,0,0,95,36,0
134 - RMA9_USH,138,87,135,99,142,140,135,141,142,58,0
